text,label_manual
Pelayanannya benar-benar bagus.,Positif
Pengirimannya terlalu penyok.,Negatif
Bahannya lumayan palsu.,Negatif
Bahannya agak kasar.,Negatif
Kualitasnya terlalu penyok.,Negatif
Kualitasnya sangat keren.,Positif
Kualitasnya lumayan rusak.,Negatif
Paketnya sangat mengecewakan.,Negatif
Bahannya cukup jelek.,Negatif
Bahannya sangat cepat.,Positif
Pelayanannya cukup mengecewakan.,Negatif
Bahannya agak rusak.,Negatif
Paketnya agak kasar.,Negatif
Kualitasnya sangat penyok.,Negatif
Produknya lumayan penyok.,Negatif
Bahannya sangat keren.,Positif
Produknya agak buruk.,Negatif
Produknya cukup keren.,Positif
Barang ini lumayan mantap.,Positif
Paketnya benar-benar lambat.,Negatif
Bahannya benar-benar mengecewakan.,Negatif
Bahannya lumayan lambat.,Negatif
Paketnya lumayan oke.,Positif
Pengirimannya cukup rusak.,Negatif
Pelayanannya agak halus.,Positif
Paketnya agak rapi.,Positif
Pengirimannya agak mengecewakan.,Negatif
Pelayanannya cukup halus.,Positif
Pengirimannya agak keren.,Positif
Produknya benar-benar palsu.,Negatif
Pelayanannya agak rusak.,Negatif
Pengirimannya cukup rapi.,Positif
Bahannya lumayan original.,Positif
Paketnya sangat mengecewakan.,Negatif
Barang ini sangat palsu.,Negatif
Pengirimannya terlalu keren.,Positif
Bahannya sangat bagus.,Positif
Paketnya benar-benar memuaskan.,Positif
Paketnya cukup palsu.,Negatif
Barang ini lumayan palsu.,Negatif
Barang ini cukup buruk.,Negatif
Produknya cukup penyok.,Negatif
Kualitasnya terlalu penyok.,Negatif
Bahannya sangat halus.,Positif
Paketnya cukup keren.,Positif
Produknya lumayan mantap.,Positif
Bahannya benar-benar mantap.,Positif
Pelayanannya sangat penyok.,Negatif
Paketnya sangat jelek.,Negatif
Barang ini benar-benar mengecewakan.,Negatif
Kualitasnya sangat palsu.,Negatif
Bahannya lumayan lambat.,Negatif
Barang ini sangat bagus.,Positif
Produknya sangat rapi.,Positif
Pelayanannya benar-benar original.,Positif
Bahannya agak cepat.,Positif
Bahannya benar-benar memuaskan.,Positif
Bahannya terlalu rapi.,Positif
Pengirimannya lumayan keren.,Positif
Produknya sangat buruk.,Negatif
Pengirimannya lumayan rusak.,Negatif
Paketnya cukup penyok.,Negatif
Bahannya terlalu original.,Positif
Barang ini cukup palsu.,Negatif
Pengirimannya terlalu mengecewakan.,Negatif
Produknya lumayan mengecewakan.,Negatif
Pengirimannya lumayan buruk.,Negatif
Barang ini lumayan buruk.,Negatif
Pengirimannya terlalu rapi.,Positif
Pengirimannya lumayan penyok.,Negatif
Pengirimannya terlalu oke.,Positif
Pelayanannya sangat jelek.,Negatif
Barang ini lumayan jelek.,Negatif
Bahannya agak rusak.,Negatif
Pengirimannya terlalu penyok.,Negatif
Kualitasnya cukup mengecewakan.,Negatif
Produknya sangat keren.,Positif
Produknya benar-benar penyok.,Negatif
Paketnya benar-benar jelek.,Negatif
Paketnya terlalu mantap.,Positif
Kualitasnya cukup bagus.,Positif
Paketnya cukup rapi.,Positif
Barang ini benar-benar rusak.,Negatif
Produknya sangat memuaskan.,Positif
Produknya lumayan halus.,Positif
Bahannya sangat halus.,Positif
Bahannya benar-benar jelek.,Negatif
Barang ini agak keren.,Positif
Kualitasnya terlalu original.,Positif
Produknya sangat penyok.,Negatif
Produknya benar-benar mengecewakan.,Negatif
Produknya lumayan palsu.,Negatif
Barang ini agak mantap.,Positif
Kualitasnya terlalu memuaskan.,Positif
Bahannya sangat lambat.,Negatif
Kualitasnya lumayan halus.,Positif
Produknya cukup lambat.,Negatif
Paketnya lumayan mantap.,Positif
Bahannya sangat palsu.,Negatif
Kualitasnya lumayan original.,Positif
Bahannya lumayan original.,Positif
Produknya terlalu buruk.,Negatif
Barang ini lumayan penyok.,Negatif
Produknya cukup cepat.,Positif
Pengirimannya lumayan bagus.,Positif
Paketnya terlalu mantap.,Positif
Pengirimannya terlalu penyok.,Negatif
Produknya cukup palsu.,Negatif
Pengirimannya terlalu jelek.,Negatif
Pelayanannya cukup rapi.,Positif
Kualitasnya terlalu rapi.,Positif
Pengirimannya lumayan original.,Positif
Barang ini cukup buruk.,Negatif
Barang ini agak oke.,Positif
Pengirimannya terlalu original.,Positif
Kualitasnya sangat palsu.,Negatif
Bahannya cukup jelek.,Negatif
Pengirimannya sangat buruk.,Negatif
Kualitasnya terlalu oke.,Positif
Paketnya cukup mengecewakan.,Negatif
Paketnya terlalu bagus.,Positif
Paketnya benar-benar bagus.,Positif
Bahannya benar-benar mantap.,Positif
Bahannya lumayan bagus.,Positif
Paketnya lumayan cepat.,Positif
Produknya lumayan palsu.,Negatif
Paketnya benar-benar kasar.,Negatif
Pelayanannya terlalu mengecewakan.,Negatif
Produknya benar-benar jelek.,Negatif
Bahannya terlalu lambat.,Negatif
Barang ini agak oke.,Positif
Kualitasnya terlalu memuaskan.,Positif
Paketnya benar-benar rusak.,Negatif
Paketnya terlalu bagus.,Positif
Bahannya benar-benar rusak.,Negatif
Paketnya benar-benar original.,Positif
Pengirimannya lumayan lambat.,Negatif
Produknya terlalu mengecewakan.,Negatif
Produknya terlalu jelek.,Negatif
Paketnya benar-benar bagus.,Positif
Paketnya sangat mantap.,Positif
Paketnya lumayan rapi.,Positif
Bahannya sangat memuaskan.,Positif
Barang ini cukup rapi.,Positif
Kualitasnya benar-benar lambat.,Negatif
Barang ini benar-benar penyok.,Negatif
Pengirimannya sangat penyok.,Negatif
Pengirimannya terlalu mengecewakan.,Negatif
Barang ini lumayan palsu.,Negatif
Pelayanannya terlalu original.,Positif
Pelayanannya sangat oke.,Positif
Paketnya benar-benar buruk.,Negatif
Pengirimannya benar-benar rusak.,Negatif
Kualitasnya agak kasar.,Negatif
Paketnya sangat penyok.,Negatif
Barang ini lumayan mengecewakan.,Negatif
Kualitasnya lumayan lambat.,Negatif
Paketnya sangat original.,Positif
Paketnya cukup cepat.,Positif
Paketnya terlalu penyok.,Negatif
Kualitasnya sangat original.,Positif
Pelayanannya agak halus.,Positif
Pelayanannya cukup cepat.,Positif
Pelayanannya agak memuaskan.,Positif
Pelayanannya terlalu halus.,Positif
Pelayanannya lumayan penyok.,Negatif
Paketnya lumayan bagus.,Positif
Paketnya lumayan mantap.,Positif
Paketnya cukup palsu.,Negatif
Paketnya terlalu palsu.,Negatif
Produknya sangat buruk.,Negatif
Produknya lumayan keren.,Positif
Pelayanannya sangat cepat.,Positif
Pelayanannya agak jelek.,Negatif
Bahannya lumayan jelek.,Negatif
Pelayanannya sangat memuaskan.,Positif
Pengirimannya sangat penyok.,Negatif
Produknya benar-benar cepat.,Positif
Kualitasnya lumayan cepat.,Positif
Paketnya terlalu halus.,Positif
Bahannya cukup rusak.,Negatif
Pengirimannya sangat penyok.,Negatif
Pelayanannya sangat mantap.,Positif
Pengirimannya agak bagus.,Positif
Bahannya benar-benar rusak.,Negatif
Pengirimannya cukup penyok.,Negatif
Paketnya agak rusak.,Negatif
Paketnya sangat buruk.,Negatif
Bahannya cukup halus.,Positif
Pengirimannya sangat rapi.,Positif
Kualitasnya terlalu rusak.,Negatif
Paketnya cukup original.,Positif
Barang ini benar-benar rusak.,Negatif
Kualitasnya sangat lambat.,Negatif
Paketnya cukup penyok.,Negatif
Pengirimannya benar-benar keren.,Positif
Pengirimannya cukup palsu.,Negatif
Kualitasnya lumayan palsu.,Negatif
Produknya benar-benar mengecewakan.,Negatif
Pelayanannya lumayan jelek.,Negatif
Pengirimannya cukup oke.,Positif
Paketnya lumayan kasar.,Negatif
Produknya terlalu penyok.,Negatif
Kualitasnya agak palsu.,Negatif
Kualitasnya benar-benar original.,Positif
Barang ini cukup rusak.,Negatif
Barang ini terlalu original.,Positif
Pelayanannya cukup buruk.,Negatif
Pelayanannya sangat rapi.,Positif
Produknya agak kasar.,Negatif
Paketnya agak rapi.,Positif
Produknya sangat palsu.,Negatif
Bahannya agak penyok.,Negatif
Pengirimannya agak palsu.,Negatif
Kualitasnya agak lambat.,Negatif
Paketnya terlalu original.,Positif
Kualitasnya terlalu original.,Positif
Paketnya benar-benar lambat.,Negatif
Produknya sangat cepat.,Positif
Produknya cukup mantap.,Positif
Barang ini cukup penyok.,Negatif
Barang ini lumayan original.,Positif
Produknya sangat rapi.,Positif
Barang ini cukup rapi.,Positif
Produknya benar-benar buruk.,Negatif
Pengirimannya lumayan rusak.,Negatif
Bahannya benar-benar halus.,Positif
Produknya lumayan bagus.,Positif
Kualitasnya sangat cepat.,Positif
Barang ini lumayan keren.,Positif
Pengirimannya lumayan penyok.,Negatif
Kualitasnya lumayan keren.,Positif
Bahannya terlalu oke.,Positif
Pengirimannya lumayan mantap.,Positif
Pengirimannya lumayan oke.,Positif
Bahannya sangat jelek.,Negatif
Kualitasnya terlalu memuaskan.,Positif
Produknya agak mengecewakan.,Negatif
Produknya terlalu bagus.,Positif
Barang ini agak lambat.,Negatif
Barang ini terlalu jelek.,Negatif
Pengirimannya lumayan palsu.,Negatif
Kualitasnya benar-benar memuaskan.,Positif
Paketnya cukup rusak.,Negatif
Barang ini agak memuaskan.,Positif
Bahannya lumayan keren.,Positif
Bahannya benar-benar penyok.,Negatif
Pelayanannya lumayan memuaskan.,Positif
Produknya terlalu jelek.,Negatif
Barang ini terlalu penyok.,Negatif
Paketnya terlalu mengecewakan.,Negatif
Bahannya sangat memuaskan.,Positif
Produknya agak memuaskan.,Positif
Bahannya sangat rusak.,Negatif
Barang ini benar-benar palsu.,Negatif
Bahannya cukup kasar.,Negatif
Bahannya lumayan palsu.,Negatif
Bahannya agak palsu.,Negatif
Bahannya cukup buruk.,Negatif
Produknya terlalu rusak.,Negatif
Pengirimannya cukup bagus.,Positif
Paketnya terlalu buruk.,Negatif
Barang ini cukup mengecewakan.,Negatif
Pelayanannya terlalu cepat.,Positif
Kualitasnya lumayan kasar.,Negatif
Bahannya agak buruk.,Negatif
Produknya terlalu keren.,Positif
Produknya sangat rusak.,Negatif
Produknya sangat penyok.,Negatif
Paketnya cukup jelek.,Negatif
Produknya sangat mantap.,Positif
Pengirimannya benar-benar palsu.,Negatif
Produknya cukup rusak.,Negatif
Kualitasnya lumayan original.,Positif
Barang ini benar-benar mengecewakan.,Negatif
Barang ini benar-benar rapi.,Positif
Pengirimannya lumayan mengecewakan.,Negatif
Produknya agak rusak.,Negatif
Kualitasnya benar-benar bagus.,Positif
Kualitasnya lumayan keren.,Positif
Barang ini cukup rusak.,Negatif
Pengirimannya lumayan rusak.,Negatif
Barang ini cukup jelek.,Negatif
Pengirimannya agak palsu.,Negatif
Bahannya sangat jelek.,Negatif
Paketnya cukup memuaskan.,Positif
Paketnya sangat kasar.,Negatif
Paketnya benar-benar original.,Positif
Pengirimannya agak cepat.,Positif
Produknya sangat mengecewakan.,Negatif
Kualitasnya sangat lambat.,Negatif
Bahannya agak original.,Positif
Pelayanannya benar-benar jelek.,Negatif
Barang ini benar-benar mantap.,Positif
Pelayanannya lumayan buruk.,Negatif
Produknya sangat memuaskan.,Positif
Pelayanannya benar-benar buruk.,Negatif
Kualitasnya cukup kasar.,Negatif
Kualitasnya lumayan buruk.,Negatif
Pelayanannya sangat halus.,Positif
Kualitasnya sangat rusak.,Negatif
Produknya terlalu halus.,Positif
Bahannya lumayan rusak.,Negatif
Pengirimannya sangat oke.,Positif
Produknya benar-benar penyok.,Negatif
Barang ini terlalu kasar.,Negatif
Barang ini lumayan oke.,Positif
Bahannya sangat mantap.,Positif
Pelayanannya benar-benar lambat.,Negatif
Kualitasnya benar-benar rusak.,Negatif
Produknya terlalu keren.,Positif
Kualitasnya terlalu original.,Positif
Pelayanannya benar-benar mengecewakan.,Negatif
Bahannya cukup oke.,Positif
Barang ini benar-benar buruk.,Negatif
Paketnya agak memuaskan.,Positif
Pengirimannya agak rapi.,Positif
Bahannya terlalu keren.,Positif
Kualitasnya agak rusak.,Negatif
Pelayanannya cukup jelek.,Negatif
Pengirimannya cukup memuaskan.,Positif
Produknya cukup mengecewakan.,Negatif
Pengirimannya agak oke.,Positif
Paketnya cukup original.,Positif
Barang ini lumayan oke.,Positif
Produknya lumayan buruk.,Negatif
Produknya terlalu keren.,Positif
Kualitasnya terlalu penyok.,Negatif
Pelayanannya sangat cepat.,Positif
Barang ini benar-benar lambat.,Negatif
Bahannya terlalu kasar.,Negatif
Bahannya agak cepat.,Positif
Produknya cukup rusak.,Negatif
Paketnya benar-benar mengecewakan.,Negatif
Barang ini agak keren.,Positif
Paketnya benar-benar mantap.,Positif
Pengirimannya sangat palsu.,Negatif
Paketnya cukup jelek.,Negatif
Kualitasnya lumayan memuaskan.,Positif
Pengirimannya terlalu rusak.,Negatif
Bahannya benar-benar palsu.,Negatif
Pelayanannya terlalu rapi.,Positif
Barang ini sangat kasar.,Negatif
Kualitasnya agak palsu.,Negatif
Paketnya lumayan kasar.,Negatif
Barang ini terlalu cepat.,Positif
Pelayanannya agak rusak.,Negatif
Pengirimannya terlalu cepat.,Positif
Paketnya sangat buruk.,Negatif
Pelayanannya terlalu kasar.,Negatif
Pengirimannya cukup buruk.,Negatif
Pelayanannya benar-benar rusak.,Negatif
Barang ini lumayan palsu.,Negatif
Pengirimannya lumayan lambat.,Negatif
Produknya agak buruk.,Negatif
Paketnya lumayan palsu.,Negatif
Pelayanannya terlalu memuaskan.,Positif
Pengirimannya lumayan jelek.,Negatif
Produknya lumayan rapi.,Positif
Produknya cukup rusak.,Negatif
Kualitasnya terlalu original.,Positif
Barang ini agak jelek.,Negatif
Bahannya sangat mantap.,Positif
Barang ini cukup halus.,Positif
Paketnya sangat jelek.,Negatif
Pengirimannya terlalu rapi.,Positif
Pelayanannya sangat buruk.,Negatif
Bahannya sangat kasar.,Negatif
Barang ini terlalu halus.,Positif
Produknya cukup mantap.,Positif
Kualitasnya cukup rusak.,Negatif
Paketnya cukup mantap.,Positif
Kualitasnya cukup palsu.,Negatif
Barang ini agak oke.,Positif
Barang ini terlalu mantap.,Positif
Produknya cukup lambat.,Negatif
Bahannya benar-benar keren.,Positif
Paketnya lumayan palsu.,Negatif
Produknya agak kasar.,Negatif
Barang ini benar-benar cepat.,Positif
Pelayanannya benar-benar original.,Positif
Kualitasnya cukup mengecewakan.,Negatif
Barang ini cukup cepat.,Positif
Barang ini benar-benar penyok.,Negatif
Pengirimannya agak bagus.,Positif
Paketnya lumayan mengecewakan.,Negatif
Kualitasnya terlalu oke.,Positif
Produknya sangat bagus.,Positif
Pelayanannya cukup halus.,Positif
Paketnya benar-benar rapi.,Positif
Produknya terlalu halus.,Positif
Pelayanannya terlalu lambat.,Negatif
Pengirimannya terlalu penyok.,Negatif
Kualitasnya agak oke.,Positif
Paketnya benar-benar palsu.,Negatif
Produknya terlalu rusak.,Negatif
Pelayanannya sangat cepat.,Positif
Paketnya benar-benar palsu.,Negatif
Pengirimannya benar-benar original.,Positif
Pengirimannya agak mantap.,Positif
Paketnya cukup cepat.,Positif
Pelayanannya lumayan oke.,Positif
Paketnya lumayan mantap.,Positif
Pengirimannya cukup keren.,Positif
Pengirimannya sangat mengecewakan.,Negatif
Pengirimannya lumayan rusak.,Negatif
Pengirimannya cukup penyok.,Negatif
Barang ini benar-benar kasar.,Negatif
Kualitasnya lumayan jelek.,Negatif
Bahannya agak rusak.,Negatif
Barang ini sangat rusak.,Negatif
Barang ini benar-benar lambat.,Negatif
Pengirimannya sangat jelek.,Negatif
Bahannya lumayan mantap.,Positif
Barang ini sangat bagus.,Positif
Pelayanannya lumayan mengecewakan.,Negatif
Barang ini sangat memuaskan.,Positif
Pengirimannya cukup halus.,Positif
Bahannya cukup palsu.,Negatif
Paketnya cukup oke.,Positif
Pengirimannya agak rusak.,Negatif
Produknya sangat bagus.,Positif
Produknya benar-benar keren.,Positif
Paketnya cukup jelek.,Negatif
Pengirimannya sangat halus.,Positif
Barang ini agak lambat.,Negatif
Barang ini lumayan buruk.,Negatif
Kualitasnya lumayan kasar.,Negatif
Barang ini sangat jelek.,Negatif
Produknya lumayan memuaskan.,Positif
Paketnya terlalu palsu.,Negatif
Barang ini lumayan rapi.,Positif
Bahannya lumayan rapi.,Positif
Bahannya sangat oke.,Positif
Bahannya lumayan cepat.,Positif
Kualitasnya cukup lambat.,Negatif
Kualitasnya terlalu bagus.,Positif
Kualitasnya lumayan jelek.,Negatif
Bahannya benar-benar jelek.,Negatif
Kualitasnya sangat oke.,Positif
Pelayanannya lumayan lambat.,Negatif
Bahannya benar-benar kasar.,Negatif
Produknya lumayan cepat.,Positif
Barang ini agak rapi.,Positif
Pengirimannya terlalu palsu.,Negatif
Paketnya agak memuaskan.,Positif
Paketnya terlalu halus.,Positif
Barang ini agak cepat.,Positif
Barang ini terlalu jelek.,Negatif
Paketnya benar-benar mengecewakan.,Negatif
Pengirimannya benar-benar keren.,Positif
Bahannya sangat cepat.,Positif
Pelayanannya lumayan original.,Positif
Barang ini terlalu keren.,Positif
Kualitasnya agak penyok.,Negatif
Kualitasnya sangat original.,Positif
Paketnya benar-benar kasar.,Negatif
Barang ini benar-benar buruk.,Negatif
Pengirimannya agak memuaskan.,Positif
Pelayanannya benar-benar original.,Positif
Kualitasnya cukup rusak.,Negatif
Barang ini lumayan kasar.,Negatif
Produknya benar-benar jelek.,Negatif
Barang ini benar-benar oke.,Positif
Paketnya agak jelek.,Negatif
Pelayanannya cukup rusak.,Negatif
Bahannya cukup rusak.,Negatif
Produknya cukup bagus.,Positif
Pelayanannya cukup mengecewakan.,Negatif
Bahannya benar-benar lambat.,Negatif
Paketnya agak keren.,Positif
Kualitasnya agak jelek.,Negatif
Kualitasnya terlalu oke.,Positif
Kualitasnya cukup memuaskan.,Positif
Pelayanannya agak kasar.,Negatif
Pengirimannya benar-benar palsu.,Negatif
Bahannya lumayan mengecewakan.,Negatif
Paketnya sangat mantap.,Positif
Produknya terlalu mantap.,Positif
Paketnya cukup cepat.,Positif
Paketnya sangat oke.,Positif
Barang ini lumayan rusak.,Negatif
Pengirimannya lumayan rapi.,Positif
Pengirimannya terlalu oke.,Positif
Pelayanannya agak memuaskan.,Positif
Produknya cukup palsu.,Negatif
Bahannya sangat mengecewakan.,Negatif
Pelayanannya agak buruk.,Negatif
Pelayanannya agak kasar.,Negatif
Kualitasnya sangat original.,Positif
Barang ini terlalu buruk.,Negatif
Pelayanannya sangat keren.,Positif
Produknya sangat buruk.,Negatif
Kualitasnya benar-benar mengecewakan.,Negatif
Bahannya agak buruk.,Negatif
Pengirimannya terlalu lambat.,Negatif
Bahannya sangat penyok.,Negatif
Pengirimannya cukup palsu.,Negatif
Bahannya terlalu mengecewakan.,Negatif
Kualitasnya sangat cepat.,Positif
Bahannya cukup oke.,Positif
Produknya cukup mantap.,Positif
Paketnya terlalu original.,Positif
Barang ini cukup lambat.,Negatif
Bahannya benar-benar halus.,Positif
Kualitasnya lumayan rusak.,Negatif
Paketnya benar-benar bagus.,Positif
Barang ini cukup mengecewakan.,Negatif
Produknya lumayan lambat.,Negatif
Bahannya lumayan mengecewakan.,Negatif
Kualitasnya benar-benar buruk.,Negatif
Bahannya cukup kasar.,Negatif
Pengirimannya benar-benar halus.,Positif
Paketnya agak original.,Positif
Bahannya cukup rusak.,Negatif
Paketnya benar-benar rapi.,Positif
Produknya cukup memuaskan.,Positif
Produknya benar-benar halus.,Positif
Pengirimannya agak palsu.,Negatif
Pengirimannya sangat penyok.,Negatif
Produknya benar-benar penyok.,Negatif
Paketnya terlalu halus.,Positif
Pelayanannya agak buruk.,Negatif
Bahannya agak halus.,Positif
Barang ini cukup halus.,Positif
Barang ini benar-benar original.,Positif
Paketnya terlalu buruk.,Negatif
Barang ini cukup mengecewakan.,Negatif
Kualitasnya benar-benar bagus.,Positif
Bahannya agak kasar.,Negatif
Kualitasnya agak penyok.,Negatif
Pengirimannya benar-benar keren.,Positif
Barang ini terlalu memuaskan.,Positif
Pelayanannya agak penyok.,Negatif
Barang ini cukup lambat.,Negatif
Pelayanannya benar-benar original.,Positif
Pelayanannya terlalu bagus.,Positif
Bahannya benar-benar kasar.,Negatif
Pelayanannya lumayan palsu.,Negatif
Produknya sangat lambat.,Negatif
Paketnya sangat oke.,Positif
Barang ini agak palsu.,Negatif
Pengirimannya sangat bagus.,Positif
Kualitasnya cukup original.,Positif
Pelayanannya terlalu rapi.,Positif
Pengirimannya cukup palsu.,Negatif
Barang ini sangat bagus.,Positif
Barang ini terlalu memuaskan.,Positif
Kualitasnya sangat oke.,Positif
Paketnya sangat memuaskan.,Positif
Barang ini terlalu kasar.,Negatif
Produknya lumayan lambat.,Negatif
Produknya sangat keren.,Positif
Bahannya benar-benar palsu.,Negatif
Barang ini sangat halus.,Positif
Barang ini benar-benar kasar.,Negatif
Kualitasnya terlalu oke.,Positif
Barang ini benar-benar bagus.,Positif
Kualitasnya benar-benar oke.,Positif
Barang ini lumayan kasar.,Negatif
Pelayanannya cukup palsu.,Negatif
Pengirimannya benar-benar bagus.,Positif
Barang ini lumayan buruk.,Negatif
Bahannya agak buruk.,Negatif
Produknya sangat kasar.,Negatif
Produknya sangat palsu.,Negatif
Produknya cukup keren.,Positif
Kualitasnya sangat oke.,Positif
Produknya sangat oke.,Positif
Paketnya lumayan oke.,Positif
Kualitasnya cukup lambat.,Negatif
Barang ini agak rapi.,Positif
Pelayanannya benar-benar penyok.,Negatif
Produknya terlalu cepat.,Positif
Bahannya terlalu lambat.,Negatif
Produknya sangat kasar.,Negatif
Pelayanannya sangat buruk.,Negatif
Paketnya sangat rapi.,Positif
Paketnya cukup rapi.,Positif
Bahannya sangat original.,Positif
Kualitasnya agak oke.,Positif
Barang ini benar-benar memuaskan.,Positif
Bahannya terlalu cepat.,Positif
Kualitasnya cukup cepat.,Positif
Pengirimannya cukup lambat.,Negatif
Barang ini cukup mengecewakan.,Negatif
Paketnya cukup lambat.,Negatif
Pelayanannya cukup rusak.,Negatif
Paketnya sangat jelek.,Negatif
Kualitasnya lumayan jelek.,Negatif
Barang ini agak rusak.,Negatif
Produknya cukup lambat.,Negatif
Paketnya terlalu memuaskan.,Positif
Kualitasnya benar-benar buruk.,Negatif
Paketnya agak kasar.,Negatif
Kualitasnya terlalu jelek.,Negatif
Barang ini cukup bagus.,Positif
Paketnya terlalu cepat.,Positif
Produknya sangat mengecewakan.,Negatif
Produknya benar-benar kasar.,Negatif
Pengirimannya benar-benar penyok.,Negatif
Barang ini sangat memuaskan.,Positif
Pelayanannya terlalu mantap.,Positif
Kualitasnya cukup memuaskan.,Positif
Barang ini lumayan keren.,Positif
Barang ini agak kasar.,Negatif
Produknya benar-benar jelek.,Negatif
Kualitasnya agak jelek.,Negatif
Produknya benar-benar original.,Positif
Kualitasnya lumayan bagus.,Positif
Pengirimannya agak halus.,Positif
Barang ini agak memuaskan.,Positif
Produknya sangat palsu.,Negatif
Produknya cukup halus.,Positif
Barang ini sangat memuaskan.,Positif
Produknya lumayan rusak.,Negatif
Produknya lumayan jelek.,Negatif
Produknya agak mantap.,Positif
Barang ini cukup rusak.,Negatif
Bahannya agak rapi.,Positif
Pengirimannya benar-benar halus.,Positif
Produknya agak bagus.,Positif
Pelayanannya lumayan memuaskan.,Positif
Paketnya lumayan bagus.,Positif
Paketnya lumayan lambat.,Negatif
Bahannya lumayan kasar.,Negatif
Pengirimannya cukup rapi.,Positif
Barang ini benar-benar palsu.,Negatif
Bahannya agak palsu.,Negatif
Paketnya agak kasar.,Negatif
Barang ini cukup rapi.,Positif
Bahannya benar-benar buruk.,Negatif
Pengirimannya terlalu lambat.,Negatif
Produknya terlalu jelek.,Negatif
Kualitasnya lumayan mantap.,Positif
Pengirimannya cukup jelek.,Negatif
Barang ini benar-benar lambat.,Negatif
Paketnya agak rusak.,Negatif
Paketnya lumayan mengecewakan.,Negatif
Paketnya agak oke.,Positif
Kualitasnya sangat lambat.,Negatif
Bahannya terlalu rusak.,Negatif
Pelayanannya agak rapi.,Positif
Bahannya sangat mantap.,Positif
Kualitasnya terlalu rapi.,Positif
Bahannya agak bagus.,Positif
Pengirimannya benar-benar mantap.,Positif
Kualitasnya lumayan bagus.,Positif
Produknya agak memuaskan.,Positif
Paketnya sangat cepat.,Positif
Paketnya lumayan jelek.,Negatif
Barang ini lumayan palsu.,Negatif
Paketnya agak jelek.,Negatif
Bahannya terlalu bagus.,Positif
Barang ini cukup palsu.,Negatif
Barang ini benar-benar kasar.,Negatif
Bahannya benar-benar penyok.,Negatif
Pengirimannya lumayan rapi.,Positif
Produknya agak buruk.,Negatif
Kualitasnya sangat halus.,Positif
Kualitasnya terlalu mantap.,Positif
Kualitasnya lumayan palsu.,Negatif
Pelayanannya terlalu penyok.,Negatif
Kualitasnya cukup bagus.,Positif
Pelayanannya sangat rapi.,Positif
Produknya agak lambat.,Negatif
Bahannya lumayan mengecewakan.,Negatif
Barang ini terlalu penyok.,Negatif
Kualitasnya agak mantap.,Positif
Bahannya terlalu keren.,Positif
Pelayanannya terlalu penyok.,Negatif
Bahannya agak lambat.,Negatif
Barang ini lumayan oke.,Positif
Produknya cukup buruk.,Negatif
Paketnya terlalu penyok.,Negatif
Pengirimannya sangat memuaskan.,Positif
Pelayanannya cukup rapi.,Positif
Pengirimannya agak oke.,Positif
Produknya terlalu keren.,Positif
Kualitasnya lumayan oke.,Positif
Pelayanannya agak original.,Positif
Paketnya lumayan rusak.,Negatif
Bahannya sangat penyok.,Negatif
Bahannya cukup memuaskan.,Positif
Barang ini sangat kasar.,Negatif
Pelayanannya sangat oke.,Positif
Kualitasnya agak halus.,Positif
Pelayanannya sangat halus.,Positif
Paketnya benar-benar cepat.,Positif
Kualitasnya benar-benar mantap.,Positif
Bahannya agak memuaskan.,Positif
Barang ini sangat kasar.,Negatif
Kualitasnya agak mantap.,Positif
Barang ini benar-benar palsu.,Negatif
Produknya terlalu lambat.,Negatif
Paketnya terlalu rusak.,Negatif
Kualitasnya cukup rapi.,Positif
Paketnya benar-benar memuaskan.,Positif
Bahannya sangat mantap.,Positif
Produknya agak lambat.,Negatif
Bahannya sangat mengecewakan.,Negatif
Bahannya sangat oke.,Positif
Pengirimannya benar-benar keren.,Positif
Paketnya benar-benar rapi.,Positif
Produknya cukup halus.,Positif
Pelayanannya benar-benar bagus.,Positif
Bahannya lumayan cepat.,Positif
Bahannya agak mantap.,Positif
Barang ini cukup cepat.,Positif
Bahannya terlalu memuaskan.,Positif
Produknya sangat oke.,Positif
Pengirimannya sangat kasar.,Negatif
Paketnya terlalu oke.,Positif
Pengirimannya agak original.,Positif
Bahannya cukup halus.,Positif
Pengirimannya lumayan mantap.,Positif
Kualitasnya sangat keren.,Positif
Produknya terlalu memuaskan.,Positif
Kualitasnya benar-benar memuaskan.,Positif
Pengirimannya cukup cepat.,Positif
Bahannya benar-benar rapi.,Positif
Kualitasnya cukup original.,Positif
Kualitasnya benar-benar bagus.,Positif
Paketnya sangat palsu.,Negatif
Pengirimannya benar-benar rapi.,Positif
Paketnya sangat rusak.,Negatif
Barang ini terlalu kasar.,Negatif
Pengirimannya cukup jelek.,Negatif
Barang ini lumayan kasar.,Negatif
Pelayanannya terlalu mengecewakan.,Negatif
Produknya cukup rusak.,Negatif
Pelayanannya lumayan lambat.,Negatif
Bahannya benar-benar original.,Positif
Pelayanannya agak keren.,Positif
Paketnya benar-benar penyok.,Negatif
Kualitasnya agak lambat.,Negatif
Kualitasnya cukup rusak.,Negatif
Pengirimannya benar-benar lambat.,Negatif
Barang ini lumayan lambat.,Negatif
Barang ini cukup original.,Positif
Pelayanannya terlalu keren.,Positif
Kualitasnya terlalu mengecewakan.,Negatif
Barang ini sangat rusak.,Negatif
Paketnya sangat buruk.,Negatif
Produknya sangat original.,Positif
Paketnya benar-benar kasar.,Negatif
Barang ini agak cepat.,Positif
Barang ini lumayan rusak.,Negatif
